Geo Point;Geo Shape;Eindeutiger Identifikator des Unfalls;Beschreibung zum Unfalltyp;Beschreibung der Unfallschwerekategorie;Unfalljahr;Unfallmonat;Unfallstunde;Wochentag;Strassenart;Fussgängerbeteiligung;Fahrradbeteiligung;Motorradbeteiligung
47.56689282086136, 7.559759866424295;"{""coordinates"": [7.559759866424295, 47.56689282086136], ""type"": ""Point""}";21214;Parkierunfall;1 Unfall mit Sachschaden;2013;6;18;1 Montag;Nebenstrasse;False;False;False
47.564645433427984, 7.609252641768394;"{""coordinates"": [7.609252641768394, 47.564645433427984], ""type"": ""Point""}";21216;Parkierunfall;1 Unfall mit Sachschaden;2016;11;8;3 Mittwoch;Nebenstrasse;False;False;False
47.56531968330884, 7.559025453947584;"{""coordinates"": [7.559025453947584, 47.56531968330884], ""type"": ""Point""}";21230;Parkierunfall;1 Unfall mit Sachschaden;2014;6;6;1 Montag;Nebenstrasse;False;False;False
47.5542889891935, 7.593263733759522;"{""coordinates"": [7.593263733759522, 47.5542889891935], ""type"": ""Point""}";21249;Parkierunfall;1 Unfall mit Sachschaden;2013;5;;4 Donnerstag;Nebenstrasse;False;False;False
47.550916892325766, 7.592842148515222;"{""coordinates"": [7.592842148515222, 47.550916892325766], ""type"": ""Point""}";21254;Parkierunfall;2 Unfall mit Leichtverletzten;2018;7;6;2 Dienstag;Nebenstrasse;False;True;False
47.55118583842182, 7.586572570665902;"{""coordinates"": [7.586572570665902, 47.55118583842182], ""type"": ""Point""}";21262;Parkierunfall;1 Unfall mit Sachschaden;2011;7;22;5 Freitag;Nebenstrasse;False;False;False
47.55278576633904, 7.594215905015028;"{""coordinates"": [7.594215905015028, 47.55278576633904], ""type"": ""Point""}";21266;Parkierunfall;1 Unfall mit Sachschaden;2014;1;11;3 Mittwoch;Nebenstrasse;False;False;False
47.57696377333532, 7.592013596856137;"{""coordinates"": [7.592013596856137, 47.57696377333532], ""type"": ""Point""}";21315;Parkierunfall;1 Unfall mit Sachschaden;2017;3;10;6 Samstag;Nebenstrasse;False;False;False
47.569683036933746, 7.574145180034257;"{""coordinates"": [7.574145180034257, 47.569683036933746], ""type"": ""Point""}";21316;Parkierunfall;1 Unfall mit Sachschaden;2012;11;;2 Dienstag;Nebenstrasse;False;False;False
47.56875296251424, 7.598395331282336;"{""coordinates"": [7.598395331282336, 47.56875296251424], ""type"": ""Point""}";21324;Parkierunfall;1 Unfall mit Sachschaden;2013;9;14;7 Sonntag;andere;False;False;False
47.565076506323976, 7.583102982213573;"{""coordinates"": [7.583102982213573, 47.565076506323976], ""type"": ""Point""}";21337;Parkierunfall;1 Unfall mit Sachschaden;2016;2;10;3 Mittwoch;Nebenstrasse;False;False;False
47.54281675612322, 7.621655203803998;"{""coordinates"": [7.621655203803998, 47.54281675612322], ""type"": ""Point""}";21340;Parkierunfall;1 Unfall mit Sachschaden;2014;7;17;4 Donnerstag;Nebenstrasse;False;False;False
47.56133734327618, 7.581299099664954;"{""coordinates"": [7.581299099664954, 47.56133734327618], ""type"": ""Point""}";21353;Parkierunfall;1 Unfall mit Sachschaden;2015;8;11;3 Mittwoch;andere;False;False;False
47.56177322403092, 7.570085786401674;"{""coordinates"": [7.570085786401674, 47.56177322403092], ""type"": ""Point""}";21370;Parkierunfall;1 Unfall mit Sachschaden;2016;12;16;5 Freitag;Nebenstrasse;False;False;False
47.563070289289264, 7.583602486093258;"{""coordinates"": [7.583602486093258, 47.563070289289264], ""type"": ""Point""}";21375;Parkierunfall;1 Unfall mit Sachschaden;2017;6;15;4 Donnerstag;Nebenstrasse;False;False;False
47.59455378310822, 7.655284376316423;"{""coordinates"": [7.655284376316423, 47.59455378310822], ""type"": ""Point""}";21384;Parkierunfall;1 Unfall mit Sachschaden;2022;4;18;5 Freitag;Nebenstrasse;False;False;False
47.54770466036187, 7.572163319394411;"{""coordinates"": [7.572163319394411, 47.54770466036187], ""type"": ""Point""}";21387;Parkierunfall;1 Unfall mit Sachschaden;2013;9;;1 Montag;Nebenstrasse;False;False;False
47.55701667286755, 7.576889861834241;"{""coordinates"": [7.576889861834241, 47.55701667286755], ""type"": ""Point""}";21395;Parkierunfall;1 Unfall mit Sachschaden;2016;5;14;2 Dienstag;Nebenstrasse;False;False;False
47.552462652289506, 7.606689552699166;"{""coordinates"": [7.606689552699166, 47.552462652289506], ""type"": ""Point""}";21414;Parkierunfall;1 Unfall mit Sachschaden;2015;4;11;2 Dienstag;Nebenstrasse;False;False;False
47.568835602450875, 7.5903955586101555;"{""coordinates"": [7.590395558610155, 47.568835602450875], ""type"": ""Point""}";21420;Parkierunfall;1 Unfall mit Sachschaden;2015;5;15;2 Dienstag;Nebenstrasse;False;False;False
47.545486978449645, 7.560495117199878;"{""coordinates"": [7.560495117199878, 47.545486978449645], ""type"": ""Point""}";21422;Parkierunfall;1 Unfall mit Sachschaden;2020;10;12;1 Montag;Nebenstrasse;False;False;False
47.550228113202735, 7.609498814071444;"{""coordinates"": [7.609498814071444, 47.550228113202735], ""type"": ""Point""}";21424;Parkierunfall;1 Unfall mit Sachschaden;2015;12;11;6 Samstag;Nebenstrasse;False;False;False
47.552898566246114, 7.615977199753743;"{""coordinates"": [7.615977199753743, 47.552898566246114], ""type"": ""Point""}";21432;Parkierunfall;2 Unfall mit Leichtverletzten;2016;9;18;5 Freitag;Nebenstrasse;False;True;False
47.5686606683301, 7.593478115246447;"{""coordinates"": [7.593478115246447, 47.5686606683301], ""type"": ""Point""}";21436;Parkierunfall;1 Unfall mit Sachschaden;2015;4;15;2 Dienstag;Nebenstrasse;False;False;False
47.56417933590486, 7.6018763628176345;"{""coordinates"": [7.601876362817634, 47.56417933590486], ""type"": ""Point""}";21457;Parkierunfall;1 Unfall mit Sachschaden;2015;9;0;6 Samstag;Nebenstrasse;False;False;False
47.57628821637611, 7.592795821114495;"{""coordinates"": [7.592795821114495, 47.57628821637611], ""type"": ""Point""}";21468;Parkierunfall;1 Unfall mit Sachschaden;2015;2;14;2 Dienstag;Nebenstrasse;False;False;False
47.562944223002525, 7.603985313492566;"{""coordinates"": [7.603985313492566, 47.562944223002525], ""type"": ""Point""}";21472;Parkierunfall;1 Unfall mit Sachschaden;2016;3;10;7 Sonntag;Nebenstrasse;False;False;False
47.563475327837764, 7.615892767483174;"{""coordinates"": [7.615892767483174, 47.563475327837764], ""type"": ""Point""}";21526;Parkierunfall;1 Unfall mit Sachschaden;2019;2;22;3 Mittwoch;Nebenstrasse;False;False;False
47.54856261170075, 7.569030441343979;"{""coordinates"": [7.569030441343979, 47.54856261170075], ""type"": ""Point""}";21527;Parkierunfall;1 Unfall mit Sachschaden;2012;5;11;6 Samstag;Nebenstrasse;False;False;False
47.56823898991977, 7.599363884277394;"{""coordinates"": [7.599363884277394, 47.56823898991977], ""type"": ""Point""}";21540;Parkierunfall;1 Unfall mit Sachschaden;2012;2;;6 Samstag;Nebenstrasse;False;False;False
47.567795264296045, 7.613940376528707;"{""coordinates"": [7.613940376528707, 47.567795264296045], ""type"": ""Point""}";21541;Parkierunfall;1 Unfall mit Sachschaden;2021;12;13;3 Mittwoch;Nebenstrasse;False;False;False
47.558625670469134, 7.569865462614392;"{""coordinates"": [7.569865462614392, 47.558625670469134], ""type"": ""Point""}";21561;Parkierunfall;1 Unfall mit Sachschaden;2012;3;17;1 Montag;Nebenstrasse;False;False;False
47.56666221814885, 7.580808356815741;"{""coordinates"": [7.580808356815741, 47.56666221814885], ""type"": ""Point""}";21564;Parkierunfall;1 Unfall mit Sachschaden;2012;4;;5 Freitag;Nebenstrasse;False;False;False
47.56478946836171, 7.60916008587142;"{""coordinates"": [7.60916008587142, 47.56478946836171], ""type"": ""Point""}";21585;Parkierunfall;1 Unfall mit Sachschaden;2019;2;7;2 Dienstag;andere;False;False;False
47.546689806002995, 7.592856511522517;"{""coordinates"": [7.592856511522517, 47.546689806002995], ""type"": ""Point""}";21595;Parkierunfall;1 Unfall mit Sachschaden;2015;8;10;7 Sonntag;andere;False;False;False
47.56131037846753, 7.581285740477245;"{""coordinates"": [7.581285740477245, 47.56131037846753], ""type"": ""Point""}";21607;Parkierunfall;1 Unfall mit Sachschaden;2017;8;13;2 Dienstag;andere;False;False;False
47.552193555899585, 7.586243238811544;"{""coordinates"": [7.586243238811544, 47.552193555899585], ""type"": ""Point""}";21615;Parkierunfall;1 Unfall mit Sachschaden;2011;1;;7 Sonntag;Nebenanlage;False;False;False
47.565429598567434, 7.595222789323584;"{""coordinates"": [7.595222789323584, 47.565429598567434], ""type"": ""Point""}";21627;Parkierunfall;1 Unfall mit Sachschaden;2016;5;8;6 Samstag;Nebenstrasse;False;False;False
47.579241321712495, 7.603610483887941;"{""coordinates"": [7.603610483887941, 47.579241321712495], ""type"": ""Point""}";21633;Parkierunfall;1 Unfall mit Sachschaden;2013;6;17;7 Sonntag;Nebenstrasse;False;False;False
47.54537747533466, 7.592281544982621;"{""coordinates"": [7.592281544982621, 47.54537747533466], ""type"": ""Point""}";21640;Parkierunfall;1 Unfall mit Sachschaden;2013;4;14;5 Freitag;Nebenstrasse;False;False;False
47.54208487730711, 7.599590662415706;"{""coordinates"": [7.599590662415706, 47.54208487730711], ""type"": ""Point""}";21642;Parkierunfall;1 Unfall mit Sachschaden;2016;3;10;3 Mittwoch;Nebenstrasse;False;False;False
47.57416486967655, 7.6000595411439535;"{""coordinates"": [7.600059541143954, 47.57416486967655], ""type"": ""Point""}";26293;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2015;2;8;4 Donnerstag;Autobahn;False;False;False
47.56593373698619, 7.607741889390521;"{""coordinates"": [7.607741889390521, 47.56593373698619], ""type"": ""Point""}";26319;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2021;11;8;5 Freitag;Autobahn;False;False;False
47.55093743108753, 7.616302797369838;"{""coordinates"": [7.616302797369838, 47.55093743108753], ""type"": ""Point""}";26355;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;5;10;2 Dienstag;Autobahn;False;False;False
47.548070545947255, 7.582140416264141;"{""coordinates"": [7.582140416264141, 47.548070545947255], ""type"": ""Point""}";26438;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2024;12;1;7 Sonntag;Hauptstrasse;False;False;False
47.55946841975434, 7.613049382065736;"{""coordinates"": [7.613049382065736, 47.55946841975434], ""type"": ""Point""}";26484;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2021;4;12;5 Freitag;Autobahn;False;False;False
47.57001183264162, 7.617150398924978;"{""coordinates"": [7.617150398924978, 47.57001183264162], ""type"": ""Point""}";26507;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2024;8;22;5 Freitag;Nebenstrasse;False;True;False
47.57064685936347, 7.587663065316315;"{""coordinates"": [7.587663065316315, 47.57064685936347], ""type"": ""Point""}";26560;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2015;8;0;6 Samstag;Autobahn;False;False;False
47.56155853849752, 7.569048853765893;"{""coordinates"": [7.569048853765893, 47.56155853849752], ""type"": ""Point""}";26615;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2012;4;14;5 Freitag;Nebenstrasse;False;False;False
47.546217646383454, 7.615025160528033;"{""coordinates"": [7.615025160528033, 47.546217646383454], ""type"": ""Point""}";26627;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2013;8;18;2 Dienstag;Autobahn;False;False;False
47.561847438017594, 7.597192094254774;"{""coordinates"": [7.597192094254774, 47.561847438017594], ""type"": ""Point""}";26676;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2019;9;6;5 Freitag;Nebenstrasse;False;False;True
47.5707966754769, 7.582958979880868;"{""coordinates"": [7.582958979880868, 47.5707966754769], ""type"": ""Point""}";26679;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2019;11;11;2 Dienstag;Autobahn;False;False;False
47.56556455255081, 7.608046349331971;"{""coordinates"": [7.608046349331971, 47.56556455255081], ""type"": ""Point""}";26681;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2019;10;13;3 Mittwoch;Autobahn;False;False;False
47.5585955465043, 7.580242144776127;"{""coordinates"": [7.580242144776127, 47.5585955465043], ""type"": ""Point""}";26700;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2018;5;20;4 Donnerstag;Nebenstrasse;False;True;False
47.56006283741527, 7.612493276065443;"{""coordinates"": [7.612493276065443, 47.56006283741527], ""type"": ""Point""}";26701;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2020;3;19;2 Dienstag;Autobahn;False;False;False
47.568689112197205, 7.605451618118144;"{""coordinates"": [7.605451618118144, 47.568689112197205], ""type"": ""Point""}";26714;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2017;6;14;4 Donnerstag;Autobahn;False;False;False
47.56556455255081, 7.608046349331971;"{""coordinates"": [7.608046349331971, 47.56556455255081], ""type"": ""Point""}";26761;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2017;8;13;5 Freitag;Autobahn;False;False;False
47.558388340076974, 7.613603883127597;"{""coordinates"": [7.613603883127597, 47.558388340076974], ""type"": ""Point""}";26794;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2021;11;10;3 Mittwoch;Autobahn;False;False;False
47.55179229958014, 7.616000092942998;"{""coordinates"": [7.616000092942998, 47.55179229958014], ""type"": ""Point""}";26796;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2021;10;22;3 Mittwoch;Autobahn;False;False;False
47.54307803333272, 7.59001688550151;"{""coordinates"": [7.59001688550151, 47.54307803333272], ""type"": ""Point""}";26821;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2017;4;20;2 Dienstag;Hauptstrasse;False;True;False
47.543079282036395, 7.620566928390303;"{""coordinates"": [7.620566928390303, 47.543079282036395], ""type"": ""Point""}";26841;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2017;7;8;1 Montag;Autobahn;False;False;False
47.548839200210914, 7.585994857968923;"{""coordinates"": [7.585994857968923, 47.548839200210914], ""type"": ""Point""}";26844;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2015;9;8;2 Dienstag;Nebenstrasse;False;False;True
47.58657670641921, 7.592985061020282;"{""coordinates"": [7.592985061020282, 47.58657670641921], ""type"": ""Point""}";26870;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2016;11;19;2 Dienstag;Hauptstrasse;False;False;False
47.57065194487618, 7.603902879319908;"{""coordinates"": [7.603902879319908, 47.57065194487618], ""type"": ""Point""}";26891;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2016;2;10;3 Mittwoch;Autobahn;False;False;False
47.544171782895084, 7.578410737239281;"{""coordinates"": [7.578410737239281, 47.544171782895084], ""type"": ""Point""}";26896;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2018;8;17;3 Mittwoch;Nebenstrasse;False;False;False
47.5471653277255, 7.593721321408197;"{""coordinates"": [7.593721321408197, 47.5471653277255], ""type"": ""Point""}";26922;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2020;6;15;1 Montag;Hauptstrasse;False;False;False
47.56556455255081, 7.608046349331971;"{""coordinates"": [7.608046349331971, 47.56556455255081], ""type"": ""Point""}";26968;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2019;7;9;3 Mittwoch;Autobahn;False;False;False
47.55567919409562, 7.614950150168615;"{""coordinates"": [7.614950150168615, 47.55567919409562], ""type"": ""Point""}";27026;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2011;9;11;4 Donnerstag;Nebenstrasse;False;False;False
47.54422721958941, 7.616864907895467;"{""coordinates"": [7.616864907895467, 47.54422721958941], ""type"": ""Point""}";27055;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2021;8;14;3 Mittwoch;Autobahn;False;False;False
47.57419880083416, 7.56530522279042;"{""coordinates"": [7.56530522279042, 47.57419880083416], ""type"": ""Point""}";27074;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2013;1;7;2 Dienstag;Autobahn;False;False;False
47.54922973764016, 7.615566482753157;"{""coordinates"": [7.615566482753157, 47.54922973764016], ""type"": ""Point""}";27102;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2015;10;14;3 Mittwoch;Autobahn;False;False;False
47.56556455255081, 7.608046349331971;"{""coordinates"": [7.608046349331971, 47.56556455255081], ""type"": ""Point""}";27139;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2018;12;13;5 Freitag;Autobahn;False;False;False
47.549272820445196, 7.5844683745739445;"{""coordinates"": [7.584468374573945, 47.549272820445196], ""type"": ""Point""}";27146;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2020;8;14;6 Samstag;Hauptstrasse;False;False;False
47.54374515050833, 7.62035667371628;"{""coordinates"": [7.62035667371628, 47.54374515050833], ""type"": ""Point""}";27160;Überholunfall oder Fahrstreifenwechsel;3 Unfall mit Schwerverletzten;2024;12;22;6 Samstag;Nebenstrasse;False;True;True
47.551065118285095, 7.574934912643809;"{""coordinates"": [7.574934912643809, 47.551065118285095], ""type"": ""Point""}";27181;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2017;3;13;3 Mittwoch;Nebenstrasse;False;True;False
47.5440907227019, 7.617900516958474;"{""coordinates"": [7.617900516958474, 47.5440907227019], ""type"": ""Point""}";27222;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2017;10;10;3 Mittwoch;Autobahn;False;False;False
47.56558246257662, 7.60809955923005;"{""coordinates"": [7.60809955923005, 47.56558246257662], ""type"": ""Point""}";27227;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2018;8;18;3 Mittwoch;Autobahn;False;False;False
47.553347582994306, 7.616417103589889;"{""coordinates"": [7.616417103589889, 47.553347582994306], ""type"": ""Point""}";27266;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2018;2;15;3 Mittwoch;Autobahn;False;False;False
47.544397632403324, 7.6171709850718;"{""coordinates"": [7.6171709850718, 47.544397632403324], ""type"": ""Point""}";27307;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2017;9;18;2 Dienstag;Autobahn;False;False;False
47.57408257903103, 7.601029490432741;"{""coordinates"": [7.601029490432741, 47.57408257903103], ""type"": ""Point""}";27326;Überholunfall oder Fahrstreifenwechsel;1 Unfall mit Sachschaden;2011;9;15;1 Montag;Nebenstrasse;False;False;False
47.568555037892715, 7.639138838705178;"{""coordinates"": [7.639138838705178, 47.568555037892715], ""type"": ""Point""}";27336;Überholunfall oder Fahrstreifenwechsel;2 Unfall mit Leichtverletzten;2012;9;14;2 Dienstag;Nebenstrasse;False;True;False
