Geo Point;Geo Shape;Eindeutiger Identifikator des Unfalls;Beschreibung zum Unfalltyp;Beschreibung der Unfallschwerekategorie;Unfalljahr;Unfallmonat;Unfallstunde;Wochentag;Strassenart;Fussgängerbeteiligung;Fahrradbeteiligung;Motorradbeteiligung
47.545390110465064, 7.620933453428171;"{""coordinates"": [7.620933453428171, 47.545390110465064], ""type"": ""Point""}";22575;Auffahrunfall;3 Unfall mit Schwerverletzten;2024;10;6;3 Mittwoch;Hauptstrasse;False;False;True
47.5516323960781, 7.589018203189728;"{""coordinates"": [7.589018203189728, 47.5516323960781], ""type"": ""Point""}";22641;Auffahrunfall;2 Unfall mit Leichtverletzten;2024;5;23;5 Freitag;Nebenstrasse;False;False;True
47.57104827244599, 7.575690238024967;"{""coordinates"": [7.575690238024967, 47.57104827244599], ""type"": ""Point""}";22647;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;4;15;1 Montag;Autobahn;False;False;False
47.56171032234762, 7.611395798794206;"{""coordinates"": [7.611395798794206, 47.56171032234762], ""type"": ""Point""}";22655;Auffahrunfall;1 Unfall mit Sachschaden;2014;5;17;3 Mittwoch;Autobahn;False;False;False
47.56221540306938, 7.610427452557455;"{""coordinates"": [7.610427452557455, 47.56221540306938], ""type"": ""Point""}";22662;Auffahrunfall;2 Unfall mit Leichtverletzten;2014;6;18;3 Mittwoch;Nebenstrasse;False;False;False
47.557578088139365, 7.614145962936152;"{""coordinates"": [7.614145962936152, 47.557578088139365], ""type"": ""Point""}";22693;Auffahrunfall;1 Unfall mit Sachschaden;2021;10;15;5 Freitag;Autobahn;False;False;False
47.57132992276621, 7.573245657858445;"{""coordinates"": [7.573245657858445, 47.57132992276621], ""type"": ""Point""}";22700;Auffahrunfall;1 Unfall mit Sachschaden;2012;1;11;4 Donnerstag;Autobahn;False;False;False
47.560268534936625, 7.580113709699921;"{""coordinates"": [7.580113709699921, 47.560268534936625], ""type"": ""Point""}";22706;Auffahrunfall;1 Unfall mit Sachschaden;2018;12;9;2 Dienstag;Hauptstrasse;False;False;False
47.56428634604362, 7.596003424145142;"{""coordinates"": [7.596003424145142, 47.56428634604362], ""type"": ""Point""}";22752;Auffahrunfall;1 Unfall mit Sachschaden;2011;4;14;2 Dienstag;Nebenstrasse;False;False;False
47.55144407575569, 7.588592562176483;"{""coordinates"": [7.588592562176483, 47.55144407575569], ""type"": ""Point""}";22780;Auffahrunfall;1 Unfall mit Sachschaden;2022;5;5;7 Sonntag;Nebenstrasse;False;False;False
47.54267277275751, 7.62170784011151;"{""coordinates"": [7.62170784011151, 47.54267277275751], ""type"": ""Point""}";22782;Auffahrunfall;2 Unfall mit Leichtverletzten;2021;8;8;1 Montag;Autobahn;False;False;False
47.555939548250834, 7.615256584931277;"{""coordinates"": [7.615256584931277, 47.555939548250834], ""type"": ""Point""}";22811;Auffahrunfall;1 Unfall mit Sachschaden;2018;4;10;2 Dienstag;Autobahn;False;False;False
47.54466619160735, 7.58591693373125;"{""coordinates"": [7.58591693373125, 47.54466619160735], ""type"": ""Point""}";22820;Auffahrunfall;1 Unfall mit Sachschaden;2017;9;21;3 Mittwoch;Nebenstrasse;False;False;False
47.569472434024675, 7.6048427620867;"{""coordinates"": [7.6048427620867, 47.569472434024675], ""type"": ""Point""}";22832;Auffahrunfall;1 Unfall mit Sachschaden;2015;4;18;3 Mittwoch;Autobahn;False;False;False
47.543296085123124, 7.619956663978843;"{""coordinates"": [7.619956663978843, 47.543296085123124], ""type"": ""Point""}";22838;Auffahrunfall;1 Unfall mit Sachschaden;2016;8;14;6 Samstag;Autobahn;False;False;False
47.56594987710594, 7.589430596301765;"{""coordinates"": [7.589430596301765, 47.56594987710594], ""type"": ""Point""}";22874;Auffahrunfall;3 Unfall mit Schwerverletzten;2021;4;17;4 Donnerstag;Nebenstrasse;False;False;True
47.56203937027584, 7.580875778744723;"{""coordinates"": [7.580875778744723, 47.56203937027584], ""type"": ""Point""}";22880;Auffahrunfall;1 Unfall mit Sachschaden;2016;5;20;3 Mittwoch;Hauptstrasse;False;False;False
47.55201392088648, 7.562887973004911;"{""coordinates"": [7.562887973004911, 47.55201392088648], ""type"": ""Point""}";22881;Auffahrunfall;1 Unfall mit Sachschaden;2017;1;8;1 Montag;Nebenstrasse;False;False;False
47.57087595564898, 7.569098167285665;"{""coordinates"": [7.569098167285665, 47.57087595564898], ""type"": ""Point""}";22898;Auffahrunfall;3 Unfall mit Schwerverletzten;2015;2;15;3 Mittwoch;Hauptstrasse;False;False;False
47.58477462369534, 7.602045719316411;"{""coordinates"": [7.602045719316411, 47.58477462369534], ""type"": ""Point""}";22931;Auffahrunfall;1 Unfall mit Sachschaden;2011;3;10;5 Freitag;Autobahn;False;False;False
47.54550489892739, 7.604303234887926;"{""coordinates"": [7.604303234887926, 47.54550489892739], ""type"": ""Point""}";22957;Auffahrunfall;1 Unfall mit Sachschaden;2014;7;7;4 Donnerstag;Nebenstrasse;False;False;False
47.54123989133866, 7.61777140196211;"{""coordinates"": [7.61777140196211, 47.54123989133866], ""type"": ""Point""}";22970;Auffahrunfall;2 Unfall mit Leichtverletzten;2011;5;16;1 Montag;Hauptstrasse;False;False;False
47.56512211629762, 7.567183921318553;"{""coordinates"": [7.567183921318553, 47.56512211629762], ""type"": ""Point""}";23008;Auffahrunfall;3 Unfall mit Schwerverletzten;2020;9;7;4 Donnerstag;Hauptstrasse;False;True;False
47.54921173001396, 7.61557970721527;"{""coordinates"": [7.61557970721527, 47.54921173001396], ""type"": ""Point""}";23034;Auffahrunfall;2 Unfall mit Leichtverletzten;2019;6;13;5 Freitag;Autobahn;False;False;False
47.57330719145049, 7.602409311003037;"{""coordinates"": [7.602409311003037, 47.57330719145049], ""type"": ""Point""}";23050;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;1;18;3 Mittwoch;Nebenstrasse;False;False;False
47.55166743630745, 7.596524197272705;"{""coordinates"": [7.596524197272705, 47.55166743630745], ""type"": ""Point""}";23092;Auffahrunfall;1 Unfall mit Sachschaden;2019;12;17;5 Freitag;Nebenstrasse;False;False;False
47.55738754263638, 7.575083898476858;"{""coordinates"": [7.575083898476858, 47.55738754263638], ""type"": ""Point""}";23108;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;6;12;4 Donnerstag;Hauptstrasse;False;False;False
47.56477196685257, 7.6088278285138315;"{""coordinates"": [7.608827828513832, 47.56477196685257], ""type"": ""Point""}";23111;Auffahrunfall;2 Unfall mit Leichtverletzten;2014;1;14;6 Samstag;Autobahn;False;False;False
47.54917569456409, 7.615619440200733;"{""coordinates"": [7.615619440200733, 47.54917569456409], ""type"": ""Point""}";23134;Auffahrunfall;1 Unfall mit Sachschaden;2017;2;15;6 Samstag;Autobahn;False;False;False
47.545194701808335, 7.601047899605598;"{""coordinates"": [7.601047899605598, 47.545194701808335], ""type"": ""Point""}";23137;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;9;15;1 Montag;Hauptstrasse;False;False;False
47.573087274011854, 7.605279305905637;"{""coordinates"": [7.605279305905637, 47.573087274011854], ""type"": ""Point""}";23141;Auffahrunfall;2 Unfall mit Leichtverletzten;2022;4;17;1 Montag;Nebenstrasse;False;False;False
47.56622578906424, 7.5916505407343475;"{""coordinates"": [7.591650540734348, 47.56622578906424], ""type"": ""Point""}";23145;Auffahrunfall;1 Unfall mit Sachschaden;2018;10;13;4 Donnerstag;Nebenstrasse;False;False;False
47.54983267987846, 7.615329364004737;"{""coordinates"": [7.615329364004737, 47.54983267987846], ""type"": ""Point""}";23168;Auffahrunfall;2 Unfall mit Leichtverletzten;2023;7;12;5 Freitag;Autobahn;False;False;False
47.55512955051898, 7.615625901977989;"{""coordinates"": [7.615625901977989, 47.55512955051898], ""type"": ""Point""}";23224;Auffahrunfall;2 Unfall mit Leichtverletzten;2019;4;17;6 Samstag;Autobahn;False;False;False
47.54016370659581, 7.621579695687191;"{""coordinates"": [7.621579695687191, 47.54016370659581], ""type"": ""Point""}";23232;Auffahrunfall;1 Unfall mit Sachschaden;2011;4;13;5 Freitag;Hauptstrasse;False;False;False
47.57072633066333, 7.5816564149280214;"{""coordinates"": [7.581656414928021, 47.57072633066333], ""type"": ""Point""}";23234;Auffahrunfall;1 Unfall mit Sachschaden;2020;1;15;5 Freitag;Autobahn;False;False;False
47.5443145491329, 7.606517791496675;"{""coordinates"": [7.606517791496675, 47.5443145491329], ""type"": ""Point""}";23247;Auffahrunfall;1 Unfall mit Sachschaden;2024;5;9;3 Mittwoch;Hauptstrasse;False;False;False
47.5556495145966, 7.584366209882639;"{""coordinates"": [7.584366209882639, 47.5556495145966], ""type"": ""Point""}";23271;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;4;15;4 Donnerstag;Nebenstrasse;False;False;False
47.5691753341105, 7.569824919435182;"{""coordinates"": [7.569824919435182, 47.5691753341105], ""type"": ""Point""}";23297;Auffahrunfall;3 Unfall mit Schwerverletzten;2012;1;21;7 Sonntag;Hauptstrasse;False;True;False
47.586045652122785, 7.650477445096077;"{""coordinates"": [7.650477445096077, 47.586045652122785], ""type"": ""Point""}";23302;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;4;17;6 Samstag;Hauptstrasse;True;False;False
47.56880665357571, 7.569770858281075;"{""coordinates"": [7.569770858281075, 47.56880665357571], ""type"": ""Point""}";23314;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;9;15;1 Montag;Hauptstrasse;False;False;False
47.57630848130086, 7.597793273840705;"{""coordinates"": [7.597793273840705, 47.57630848130086], ""type"": ""Point""}";23315;Auffahrunfall;2 Unfall mit Leichtverletzten;2019;7;10;5 Freitag;Hauptstrasse;False;False;False
47.573420394704726, 7.598608655414448;"{""coordinates"": [7.598608655414448, 47.573420394704726], ""type"": ""Point""}";23338;Auffahrunfall;2 Unfall mit Leichtverletzten;2014;6;10;6 Samstag;Autobahn;False;False;False
47.566807336943775, 7.593951128413516;"{""coordinates"": [7.593951128413516, 47.566807336943775], ""type"": ""Point""}";23342;Auffahrunfall;2 Unfall mit Leichtverletzten;2020;6;6;1 Montag;Nebenstrasse;False;False;True
47.56560115858982, 7.587848308885653;"{""coordinates"": [7.587848308885653, 47.56560115858982], ""type"": ""Point""}";23355;Auffahrunfall;3 Unfall mit Schwerverletzten;2012;1;3;7 Sonntag;Nebenstrasse;False;True;False
47.56168223004425, 7.586017003252782;"{""coordinates"": [7.586017003252782, 47.56168223004425], ""type"": ""Point""}";23361;Auffahrunfall;1 Unfall mit Sachschaden;2012;12;6;7 Sonntag;Nebenstrasse;False;False;False
47.5503940929519, 7.593717412872691;"{""coordinates"": [7.593717412872691, 47.5503940929519], ""type"": ""Point""}";23362;Auffahrunfall;1 Unfall mit Sachschaden;2024;10;12;7 Sonntag;Hauptstrasse;False;False;True
47.56946345932467, 7.604829444903887;"{""coordinates"": [7.604829444903887, 47.56946345932467], ""type"": ""Point""}";23367;Auffahrunfall;1 Unfall mit Sachschaden;2019;4;19;2 Dienstag;Autobahn;False;False;False
47.53389013623778, 7.587095744485199;"{""coordinates"": [7.587095744485199, 47.53389013623778], ""type"": ""Point""}";23392;Auffahrunfall;1 Unfall mit Sachschaden;2021;5;10;3 Mittwoch;Nebenstrasse;False;False;False
47.54885218303929, 7.6154456743603625;"{""coordinates"": [7.615445674360362, 47.54885218303929], ""type"": ""Point""}";23403;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;6;12;6 Samstag;Autobahn;False;False;False
47.54521038085739, 7.6026950588587825;"{""coordinates"": [7.602695058858782, 47.54521038085739], ""type"": ""Point""}";23406;Auffahrunfall;2 Unfall mit Leichtverletzten;2011;8;15;7 Sonntag;Hauptstrasse;False;False;False
47.548609513920304, 7.615338598276644;"{""coordinates"": [7.615338598276644, 47.548609513920304], ""type"": ""Point""}";23471;Auffahrunfall;1 Unfall mit Sachschaden;2014;4;9;6 Samstag;Autobahn;False;False;False
47.5664443528878, 7.621005408573491;"{""coordinates"": [7.621005408573491, 47.5664443528878], ""type"": ""Point""}";23491;Auffahrunfall;1 Unfall mit Sachschaden;2020;4;15;7 Sonntag;Nebenstrasse;False;True;False
47.548521798229885, 7.588052999644638;"{""coordinates"": [7.588052999644638, 47.548521798229885], ""type"": ""Point""}";23493;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;7;13;2 Dienstag;Nebenstrasse;False;False;False
47.54614977039098, 7.612315123187894;"{""coordinates"": [7.612315123187894, 47.54614977039098], ""type"": ""Point""}";23519;Auffahrunfall;1 Unfall mit Sachschaden;2016;9;17;4 Donnerstag;Autobahn;False;False;False
47.57128094367132, 7.597844731169984;"{""coordinates"": [7.597844731169984, 47.57128094367132], ""type"": ""Point""}";23521;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;5;13;1 Montag;Nebenstrasse;False;False;False
47.583958366696166, 7.593881403470173;"{""coordinates"": [7.593881403470173, 47.583958366696166], ""type"": ""Point""}";23616;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;5;13;4 Donnerstag;Nebenstrasse;False;False;False
47.57229452016355, 7.624002360404037;"{""coordinates"": [7.624002360404037, 47.57229452016355], ""type"": ""Point""}";23641;Auffahrunfall;2 Unfall mit Leichtverletzten;2013;4;11;2 Dienstag;Hauptstrasse;False;False;False
47.539107591466745, 7.606209223423433;"{""coordinates"": [7.606209223423433, 47.539107591466745], ""type"": ""Point""}";23648;Auffahrunfall;2 Unfall mit Leichtverletzten;2021;3;12;1 Montag;Nebenstrasse;False;False;True
47.575190567674014, 7.599756958346976;"{""coordinates"": [7.599756958346976, 47.575190567674014], ""type"": ""Point""}";23687;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;7;19;2 Dienstag;Hauptstrasse;False;False;False
47.54845668113474, 7.615298240317281;"{""coordinates"": [7.615298240317281, 47.54845668113474], ""type"": ""Point""}";23703;Auffahrunfall;2 Unfall mit Leichtverletzten;2019;8;14;6 Samstag;Autobahn;False;False;False
47.550236407436984, 7.615981637344581;"{""coordinates"": [7.615981637344581, 47.550236407436984], ""type"": ""Point""}";23729;Auffahrunfall;1 Unfall mit Sachschaden;2020;1;13;6 Samstag;Autobahn;False;False;False
47.536490274106384, 7.606293976305806;"{""coordinates"": [7.606293976305806, 47.536490274106384], ""type"": ""Point""}";23736;Auffahrunfall;1 Unfall mit Sachschaden;2016;3;12;5 Freitag;andere;False;False;False
47.56271270021953, 7.631702414846532;"{""coordinates"": [7.631702414846532, 47.56271270021953], ""type"": ""Point""}";23745;Auffahrunfall;2 Unfall mit Leichtverletzten;2020;10;15;4 Donnerstag;Nebenstrasse;False;False;True
47.55256148585776, 7.600406059741547;"{""coordinates"": [7.600406059741547, 47.55256148585776], ""type"": ""Point""}";23764;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;12;8;1 Montag;Nebenstrasse;False;False;False
47.570783910747565, 7.629366096037064;"{""coordinates"": [7.629366096037064, 47.570783910747565], ""type"": ""Point""}";23774;Auffahrunfall;2 Unfall mit Leichtverletzten;2023;8;15;2 Dienstag;Nebenstrasse;False;False;False
47.54520281990158, 7.6140521358933;"{""coordinates"": [7.6140521358933, 47.54520281990158], ""type"": ""Point""}";23778;Auffahrunfall;2 Unfall mit Leichtverletzten;2017;7;15;2 Dienstag;Autobahn;False;False;False
47.55422941190671, 7.616127762351035;"{""coordinates"": [7.616127762351035, 47.55422941190671], ""type"": ""Point""}";23804;Auffahrunfall;2 Unfall mit Leichtverletzten;2024;10;19;5 Freitag;Autobahn;False;False;False
47.55189391541294, 7.588474261588635;"{""coordinates"": [7.588474261588635, 47.55189391541294], ""type"": ""Point""}";23853;Auffahrunfall;1 Unfall mit Sachschaden;2018;6;1;6 Samstag;Nebenstrasse;False;False;False
47.567122324072415, 7.606762296342091;"{""coordinates"": [7.606762296342091, 47.567122324072415], ""type"": ""Point""}";23888;Auffahrunfall;1 Unfall mit Sachschaden;2018;11;12;5 Freitag;Autobahn;False;False;False
47.594500217449706, 7.655071430050072;"{""coordinates"": [7.655071430050072, 47.594500217449706], ""type"": ""Point""}";23938;Auffahrunfall;3 Unfall mit Schwerverletzten;2011;11;14;4 Donnerstag;Hauptstrasse;False;False;True
47.54478352940885, 7.585585181036848;"{""coordinates"": [7.585585181036848, 47.54478352940885], ""type"": ""Point""}";23969;Auffahrunfall;1 Unfall mit Sachschaden;2018;8;13;5 Freitag;Hauptstrasse;False;False;False
47.547746599988045, 7.615016930044906;"{""coordinates"": [7.615016930044906, 47.547746599988045], ""type"": ""Point""}";24002;Auffahrunfall;2 Unfall mit Leichtverletzten;2024;6;14;1 Montag;Autobahn;False;False;False
47.56829683906545, 7.567231422417554;"{""coordinates"": [7.567231422417554, 47.56829683906545], ""type"": ""Point""}";24017;Auffahrunfall;1 Unfall mit Sachschaden;2015;4;17;7 Sonntag;Hauptstrasse;False;False;False
47.54687713896531, 7.594012723188509;"{""coordinates"": [7.594012723188509, 47.54687713896531], ""type"": ""Point""}";24072;Auffahrunfall;2 Unfall mit Leichtverletzten;2024;9;7;1 Montag;Hauptstrasse;False;False;True
47.57555671957784, 7.601618769552849;"{""coordinates"": [7.601618769552849, 47.57555671957784], ""type"": ""Point""}";24092;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;12;17;5 Freitag;Hauptstrasse;False;False;False
47.583913504808926, 7.593801515894458;"{""coordinates"": [7.593801515894458, 47.583913504808926], ""type"": ""Point""}";24108;Auffahrunfall;3 Unfall mit Schwerverletzten;2016;7;18;3 Mittwoch;Hauptstrasse;False;True;True
47.56322045713486, 7.570753728205806;"{""coordinates"": [7.570753728205806, 47.56322045713486], ""type"": ""Point""}";24115;Auffahrunfall;3 Unfall mit Schwerverletzten;2021;6;18;2 Dienstag;Nebenstrasse;False;False;False
47.55887534117142, 7.6002258940075365;"{""coordinates"": [7.600225894007536, 47.55887534117142], ""type"": ""Point""}";24128;Auffahrunfall;2 Unfall mit Leichtverletzten;2017;6;17;5 Freitag;Nebenstrasse;False;False;True
47.54687581367554, 7.61395136587937;"{""coordinates"": [7.61395136587937, 47.54687581367554], ""type"": ""Point""}";24157;Auffahrunfall;3 Unfall mit Schwerverletzten;2018;12;17;2 Dienstag;Nebenstrasse;False;False;True
47.55941770962294, 7.598234528776989;"{""coordinates"": [7.598234528776989, 47.55941770962294], ""type"": ""Point""}";24182;Auffahrunfall;2 Unfall mit Leichtverletzten;2017;8;14;3 Mittwoch;Nebenstrasse;False;False;False
47.54913984082015, 7.615539616419819;"{""coordinates"": [7.615539616419819, 47.54913984082015], ""type"": ""Point""}";24202;Auffahrunfall;1 Unfall mit Sachschaden;2019;3;10;6 Samstag;Autobahn;False;False;False
47.54863647492141, 7.615351971565741;"{""coordinates"": [7.615351971565741, 47.54863647492141], ""type"": ""Point""}";24218;Auffahrunfall;1 Unfall mit Sachschaden;2017;5;15;5 Freitag;Autobahn;False;False;False
47.570794377597906, 7.591809819383406;"{""coordinates"": [7.591809819383406, 47.570794377597906], ""type"": ""Point""}";24221;Auffahrunfall;2 Unfall mit Leichtverletzten;2015;12;17;1 Montag;Nebenstrasse;False;False;False
47.56343140249684, 7.582500585965073;"{""coordinates"": [7.582500585965073, 47.56343140249684], ""type"": ""Point""}";24238;Auffahrunfall;2 Unfall mit Leichtverletzten;2017;2;16;1 Montag;Hauptstrasse;False;False;False
47.548807234610386, 7.61543224138018;"{""coordinates"": [7.61543224138018, 47.548807234610386], ""type"": ""Point""}";24261;Auffahrunfall;2 Unfall mit Leichtverletzten;2012;5;10;6 Samstag;Autobahn;False;False;False
47.5440997573439, 7.617873981534526;"{""coordinates"": [7.617873981534526, 47.5440997573439], ""type"": ""Point""}";24290;Auffahrunfall;1 Unfall mit Sachschaden;2014;4;14;6 Samstag;Autobahn;False;False;False
47.55565892302836, 7.584034091371231;"{""coordinates"": [7.584034091371231, 47.55565892302836], ""type"": ""Point""}";24316;Auffahrunfall;1 Unfall mit Sachschaden;2019;11;7;1 Montag;Hauptstrasse;False;False;False
47.56947245298096, 7.604829472912853;"{""coordinates"": [7.604829472912853, 47.56947245298096], ""type"": ""Point""}";24389;Auffahrunfall;2 Unfall mit Leichtverletzten;2022;3;6;5 Freitag;Autobahn;False;False;False
47.544323791682345, 7.606345142372851;"{""coordinates"": [7.606345142372851, 47.544323791682345], ""type"": ""Point""}";24421;Auffahrunfall;2 Unfall mit Leichtverletzten;2024;4;16;1 Montag;Hauptstrasse;False;False;True
47.55291339006176, 7.570980673050017;"{""coordinates"": [7.570980673050017, 47.55291339006176], ""type"": ""Point""}";24467;Auffahrunfall;2 Unfall mit Leichtverletzten;2020;11;16;6 Samstag;Nebenstrasse;False;False;False
47.56746817648851, 7.597434697569026;"{""coordinates"": [7.597434697569026, 47.56746817648851], ""type"": ""Point""}";24501;Auffahrunfall;1 Unfall mit Sachschaden;2015;6;20;6 Samstag;Nebenstrasse;False;True;False
47.57364003594728, 7.566367119931327;"{""coordinates"": [7.566367119931327, 47.57364003594728], ""type"": ""Point""}";24519;Auffahrunfall;1 Unfall mit Sachschaden;2018;11;20;3 Mittwoch;Autobahn;False;False;False
47.56646756877118, 7.592448542169438;"{""coordinates"": [7.592448542169438, 47.56646756877118], ""type"": ""Point""}";24522;Auffahrunfall;1 Unfall mit Sachschaden;2017;4;12;7 Sonntag;Nebenstrasse;False;False;False
47.56114091082258, 7.564423912163798;"{""coordinates"": [7.564423912163798, 47.56114091082258], ""type"": ""Point""}";24535;Auffahrunfall;1 Unfall mit Sachschaden;2017;3;7;4 Donnerstag;Hauptstrasse;False;False;False
47.553081438318166, 7.595053729297604;"{""coordinates"": [7.595053729297604, 47.553081438318166], ""type"": ""Point""}";24548;Auffahrunfall;1 Unfall mit Sachschaden;2017;6;19;2 Dienstag;Nebenstrasse;False;False;False
47.548852203212, 7.61543239035311;"{""coordinates"": [7.61543239035311, 47.548852203212], ""type"": ""Point""}";24549;Auffahrunfall;1 Unfall mit Sachschaden;2013;8;18;1 Montag;Autobahn;False;False;False
47.573343240726714, 7.602356260828894;"{""coordinates"": [7.602356260828894, 47.573343240726714], ""type"": ""Point""}";24570;Auffahrunfall;3 Unfall mit Schwerverletzten;2022;2;12;3 Mittwoch;Nebenstrasse;False;False;False
47.56246596867205, 7.6112786579676905;"{""coordinates"": [7.611278657967691, 47.56246596867205], ""type"": ""Point""}";24575;Auffahrunfall;2 Unfall mit Leichtverletzten;2019;4;2;6 Samstag;Nebenstrasse;False;True;False
47.54799433602077, 7.592528181997445;"{""coordinates"": [7.592528181997445, 47.54799433602077], ""type"": ""Point""}";24605;Auffahrunfall;2 Unfall mit Leichtverletzten;2018;2;12;7 Sonntag;Hauptstrasse;False;False;True
47.56106555454604, 7.621359060196374;"{""coordinates"": [7.621359060196374, 47.56106555454604], ""type"": ""Point""}";24626;Auffahrunfall;2 Unfall mit Leichtverletzten;2018;11;8;4 Donnerstag;Nebenstrasse;False;False;False
47.560125574934396, 7.61263963631948;"{""coordinates"": [7.61263963631948, 47.560125574934396], ""type"": ""Point""}";24683;Auffahrunfall;1 Unfall mit Sachschaden;2019;5;10;7 Sonntag;Autobahn;False;False;False
47.56999508500676, 7.616339691419172;"{""coordinates"": [7.616339691419172, 47.56999508500676], ""type"": ""Point""}";24727;Auffahrunfall;1 Unfall mit Sachschaden;2017;9;17;6 Samstag;Hauptstrasse;False;False;False
47.56536613079259, 7.608431077370896;"{""coordinates"": [7.608431077370896, 47.56536613079259], ""type"": ""Point""}";24784;Auffahrunfall;1 Unfall mit Sachschaden;2024;12;23;2 Dienstag;Nebenstrasse;False;False;False
47.56596112390283, 7.5648073257187045;"{""coordinates"": [7.564807325718705, 47.56596112390283], ""type"": ""Point""}";24824;Auffahrunfall;2 Unfall mit Leichtverletzten;2016;11;17;2 Dienstag;Hauptstrasse;False;False;False
47.54535137848247, 7.598312038542801;"{""coordinates"": [7.598312038542801, 47.54535137848247], ""type"": ""Point""}";24864;Auffahrunfall;1 Unfall mit Sachschaden;2011;8;11;3 Mittwoch;Nebenstrasse;False;False;False
47.542555017263396, 7.6222387361666435;"{""coordinates"": [7.622238736166643, 47.542555017263396], ""type"": ""Point""}";24880;Auffahrunfall;1 Unfall mit Sachschaden;2016;5;11;6 Samstag;Autobahn;False;False;False
47.56090289338014, 7.616043666247979;"{""coordinates"": [7.616043666247979, 47.56090289338014], ""type"": ""Point""}";24882;Auffahrunfall;2 Unfall mit Leichtverletzten;2017;8;18;2 Dienstag;Hauptstrasse;False;False;False
47.549229697262426, 7.6155930509565195;"{""coordinates"": [7.61559305095652, 47.549229697262426], ""type"": ""Point""}";24898;Auffahrunfall;1 Unfall mit Sachschaden;2023;7;16;6 Samstag;Autobahn;False;False;False
47.54019909642166, 7.621951710521039;"{""coordinates"": [7.621951710521039, 47.54019909642166], ""type"": ""Point""}";24917;Auffahrunfall;1 Unfall mit Sachschaden;2011;5;18;5 Freitag;Hauptstrasse;False;False;True
47.56090191472541, 7.591342969677379;"{""coordinates"": [7.591342969677379, 47.56090191472541], ""type"": ""Point""}";24972;Auffahrunfall;1 Unfall mit Sachschaden;2012;5;4;5 Freitag;Nebenstrasse;False;True;False
47.54921170982436, 7.615592991312446;"{""coordinates"": [7.615592991312446, 47.54921170982436], ""type"": ""Point""}";24978;Auffahrunfall;1 Unfall mit Sachschaden;2017;5;9;6 Samstag;Autobahn;False;False;False
47.570775427576336, 7.5925406905367145;"{""coordinates"": [7.592540690536715, 47.570775427576336], ""type"": ""Point""}";25014;Auffahrunfall;1 Unfall mit Sachschaden;2020;6;16;2 Dienstag;Nebenstrasse;False;True;False
47.57342037646208, 7.598621945579392;"{""coordinates"": [7.598621945579392, 47.57342037646208], ""type"": ""Point""}";25074;Auffahrunfall;1 Unfall mit Sachschaden;2016;12;12;4 Donnerstag;Autobahn;False;False;False
47.549858893844, 7.615834255189251;"{""coordinates"": [7.615834255189251, 47.549858893844], ""type"": ""Point""}";25087;Auffahrunfall;2 Unfall mit Leichtverletzten;2012;1;13;6 Samstag;Autobahn;False;False;False
47.55497288265309, 7.612157839293092;"{""coordinates"": [7.612157839293092, 47.55497288265309], ""type"": ""Point""}";25104;Auffahrunfall;1 Unfall mit Sachschaden;2014;6;20;4 Donnerstag;Nebenstrasse;False;False;False
47.55073525662739, 7.587275403292305;"{""coordinates"": [7.587275403292305, 47.55073525662739], ""type"": ""Point""}";25127;Auffahrunfall;1 Unfall mit Sachschaden;2014;7;16;1 Montag;Nebenstrasse;False;False;False
47.58286667953514, 7.647832870412733;"{""coordinates"": [7.647832870412733, 47.58286667953514], ""type"": ""Point""}";25148;Auffahrunfall;1 Unfall mit Sachschaden;2013;9;20;6 Samstag;Hauptstrasse;False;False;False
47.570443466759585, 7.617191711867245;"{""coordinates"": [7.617191711867245, 47.570443466759585], ""type"": ""Point""}";25167;Auffahrunfall;1 Unfall mit Sachschaden;2021;9;14;4 Donnerstag;Hauptstrasse;False;False;False
47.55061728482891, 7.580911797123724;"{""coordinates"": [7.580911797123724, 47.55061728482891], ""type"": ""Point""}";25178;Auffahrunfall;2 Unfall mit Leichtverletzten;2011;4;11;1 Montag;Nebenstrasse;False;False;True
47.54522834961597, 7.60270839723282;"{""coordinates"": [7.60270839723282, 47.54522834961597], ""type"": ""Point""}";25189;Auffahrunfall;1 Unfall mit Sachschaden;2012;10;11;5 Freitag;Nebenstrasse;False;False;False
47.56564681840646, 7.5643680713657115;"{""coordinates"": [7.564368071365712, 47.56564681840646], ""type"": ""Point""}";25232;Auffahrunfall;1 Unfall mit Sachschaden;2018;5;15;6 Samstag;Hauptstrasse;False;False;False
47.54878500256828, 7.586180685139356;"{""coordinates"": [7.586180685139356, 47.54878500256828], ""type"": ""Point""}";25334;Auffahrunfall;2 Unfall mit Leichtverletzten;2023;9;12;5 Freitag;Nebenstrasse;False;True;False
